no_correlativo,year,dia,mes,departamento,origen,destino,hora_ingreso,hora_egreso,no_vuelo,operador,tipo_operacion,fecha,borrar,tipo_aeronave,puerta,matricula
2603,2022,29,3,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2604,2022,9,3,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2605,2022,16,3,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2606,2022,23,3,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2607,2022,30,3,MANTO,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2608,2022,3,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2609,2022,10,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2610,2022,17,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2611,2022,24,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2612,2022,31,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2613,2022,4,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2614,2022,11,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2615,2022,18,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2616,2022,25,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2617,2022,7,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2618,2022,14,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2619,2022,21,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2620,2022,28,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2621,2022,8,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2622,2022,15,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2623,2022,22,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2624,2022,29,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2625,2022,9,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2626,2022,16,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2627,2022,23,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2628,2022,30,3,TALLER,GUA,MIA,,15:46:00,0302,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2629,2022,7,3,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2630,2022,14,3,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2631,2022,21,3,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2632,2022,28,3,CCO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2633,2022,7,3,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,E-110,01,TG-TAH
2634,2022,14,3,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,E-110,1,TG-TAY
2635,2022,21,3,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,E-110,02,TG-TAK
2636,2022,28,3,CGO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2637,2022,7,3,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2638,2022,14,3,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2639,2022,21,3,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2640,2022,28,3,MANTO,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2641,2022,7,3,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2642,2022,14,3,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2643,2022,21,3,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
2644,2022,28,3,TALLER,GUA,TGU,,08:30:00,020,UPS,DESPACHO,2022-03-04T00:00:00.0000000,False,,,
3017,2022,3,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3018,2022,10,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3019,2022,4,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3020,2022,11,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3021,2022,5,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3022,2022,12,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3023,2022,6,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3024,2022,7,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3025,2022,8,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3026,2022,9,3,IT,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3027,2022,3,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3028,2022,10,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3029,2022,4,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3030,2022,11,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3031,2022,5,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3032,2022,12,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3033,2022,6,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3034,2022,7,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3035,2022,8,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3036,2022,9,3,MANTO,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3037,2022,3,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3038,2022,10,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,10,
3039,2022,4,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,10,
3040,2022,11,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,10,
3041,2022,5,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3042,2022,12,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,10,
3043,2022,6,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3044,2022,7,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,10,
3045,2022,8,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3046,2022,9,3,PXS,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,,3CX
3047,2022,3,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3048,2022,10,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3049,2022,4,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3050,2022,11,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3051,2022,5,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3052,2022,12,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3053,2022,6,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3054,2022,7,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3055,2022,8,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3056,2022,9,3,TALLER,MIA,MIA,13:07:00,14:12:00,1603/1006,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3057,2022,17,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3058,2022,24,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3059,2022,31,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3060,2022,18,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3061,2022,25,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3062,2022,19,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3063,2022,26,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3064,2022,13,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3065,2022,20,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3066,2022,27,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3067,2022,14,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3068,2022,21,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3069,2022,28,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3070,2022,15,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3071,2022,22,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3072,2022,29,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3073,2022,16,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3074,2022,23,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3075,2022,30,3,IT,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3076,2022,17,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3077,2022,24,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3078,2022,31,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3079,2022,18,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3080,2022,25,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3081,2022,19,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3082,2022,26,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3083,2022,13,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3084,2022,20,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3085,2022,27,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3086,2022,14,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3087,2022,21,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3088,2022,28,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3089,2022,15,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3090,2022,22,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3091,2022,29,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3092,2022,16,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3093,2022,23,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3094,2022,30,3,MANTO,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3095,2022,17,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3096,2022,24,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,10,
3097,2022,31,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,10,3FP
3098,2022,18,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,10,
3099,2022,25,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3100,2022,19,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,3EU
3101,2022,26,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,10,
3102,2022,13,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3103,2022,20,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3104,2022,27,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3105,2022,14,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3106,2022,21,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3107,2022,28,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3108,2022,15,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3109,2022,22,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,10,
3110,2022,29,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3111,2022,16,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,B737-800,11,
3112,2022,23,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3113,2022,30,3,PXS,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3114,2022,17,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3115,2022,24,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3116,2022,31,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3117,2022,18,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3118,2022,25,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3119,2022,19,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3120,2022,26,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3121,2022,13,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3122,2022,20,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3123,2022,27,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3124,2022,14,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3125,2022,21,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3126,2022,28,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3127,2022,15,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3128,2022,22,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3129,2022,29,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3130,2022,16,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3131,2022,23,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3132,2022,30,3,TALLER,MIA,GUA,18:46:00,,343,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3133,2022,3,3,IT,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3134,2022,10,3,IT,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3135,2022,4,3,IT,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3136,2022,11,3,IT,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3137,2022,5,3,IT,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3138,2022,12,3,IT,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3139,2022,6,3,IT,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3140,2022,3,3,MANTO,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3141,2022,10,3,MANTO,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3142,2022,4,3,MANTO,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3143,2022,11,3,MANTO,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3144,2022,5,3,MANTO,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3145,2022,12,3,MANTO,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3146,2022,6,3,MANTO,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3147,2022,3,3,PXS,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3148,2022,10,3,PXS,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,10,3JE
3149,2022,4,3,PXS,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3150,2022,11,3,PXS,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,B737-800,10,
3151,2022,5,3,PXS,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3152,2022,12,3,PXS,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3153,2022,6,3,PXS,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3154,2022,3,3,TALLER,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3155,2022,10,3,TALLER,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3156,2022,4,3,TALLER,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3157,2022,11,3,TALLER,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3158,2022,5,3,TALLER,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3159,2022,12,3,TALLER,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3160,2022,6,3,TALLER,DFW,DFW,16:13:00,17:17:00,1013/1188,AMERICAN,TRANSITO,2022-03-05T00:00:00.0000000,False,,,
3161,2022,17,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3162,2022,24,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3163,2022,31,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3164,2022,18,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3165,2022,25,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3166,2022,19,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3167,2022,26,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3168,2022,13,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3169,2022,20,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
3170,2022,27,3,IT,MIA,GUA,19:48:00,,1027,AMERICAN,RECEPCION,2022-03-05T00:00:00.0000000,False,,,
