no_correlativo,cantidad_pxs_outbound,vuelo_con_equipaje_priority_pxs,cantidad_equipaje_priority_local_red_pxs,cantidad_equipaje_priority_fisica_rampa_pxs,observaciones_equipaje_priority_pxs,demora_puntualidad_responsabilidad_laats_pxs,codigos_demoras_puntualidad_laats_pxs,cantidad_demoras_puntialidad_laats_pxs,minutos_total_demora_pxs,observaciones_demora_puntualidad_laats_pxs,codigo_mbr_responsabilidad_laats_pxs,codigos_mbr_pxs,cantidad_codigos_mbr_pxs,observaciones_mbr_pxs,demora_puntualidad_responsabilidad_laats_sap,codigos_demoras_puntualidad_laats_sap,cantidad_demoras_puntialidad_laats_sap,minutos_total_demora_sap,observaciones_demora_puntualidad_laats_sap,codigo_mbr_responsabilidad_laats_sap,codigos_mbr_sap,cantidad_codigos_mbr_sap,observaciones_mbr_sap,self_audit,caso_documentacion,cantidad_casos_documentacion,observaciones_casos_documentacion,peso_balance,cantidad_saqueo_equipaje,cantidad_dano_equipaje,cargado_equipaje_prioritario_correctamente,self_audit_sap,diferencia_equipajes_priority_RED_y_Fisicas,vuelo_fue_cargado_correctamente,cantidad_demora_equipaje,ubicacion_equipaje_priority_local_red_pxs,ubicacion_equipaje_fisicas_rampa_pxs,coinciden_cantidad_equipaje_red_fisica,diferencia_red_fisicas_esta_misma
3991,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
3994,107,True,4,4,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
3995,101,True,2,1,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,True,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
3996,129,True,8,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
3997,138,True,4,4,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
3998,141,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
3999,106,True,20,19,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4000,0,False,0,0,,False,,0,0,,False,,0,,False,,0,0,,False,,0,,False,False,0,,False,0,0,True,False,0,True,,,,,
4001,143,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4002,147,True,20,21,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
4003,142,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4004,156,True,8,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4005,153,True,14,15,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
4006,130,True,10,10,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4007,149,True,16,15,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4008,134,True,13,12,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4009,142,True,11,12,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
4010,137,True,8,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4011,139,True,11,11,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4012,112,True,14,13,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4013,143,True,14,14,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4014,136,True,6,5,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4015,23,True,4,3,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4016,86,True,5,4,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4017,124,True,19,18,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4018,126,True,7,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
4019,55,True,10,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-3,False,,,,,
4022,141,True,14,15,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,True,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
4023,153,True,22,18,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-4,False,,,,,
4024,99,True,3,3,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,True,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4025,119,True,8,8,nan,False,0,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4026,146,True,16,16,,False,,0,0,,True,81,2,daño,False,,0,0,nan,False,,0,nan,False,False,0,,False,0,2,True,False,0,True,,,,,
4027,148,True,7,5,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-2,False,,,,,
4028,145,True,5,5,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,15,1,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4029,142,True,7,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,2,True,,,,,
4030,151,True,15,15,,False,,0,0,,True,81,1,daño,False,,0,0,nan,False,,0,nan,False,False,0,,False,0,1,True,False,0,True,,,,,
4031,112,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4032,139,True,13,13,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4033,154,True,5,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,2,True,,,,,
4034,35,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4035,122,True,4,4,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4036,154,True,3,3,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4037,152,True,9,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-2,False,,,,,
4038,118,True,6,6,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4039,139,True,9,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4040,122,True,5,5,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4041,55,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4042,93,True,9,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4043,134,True,8,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4044,137,True,12,12,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4045,61,True,3,2,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4046,119,True,15,14,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4047,154,True,5,5,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4048,118,True,6,9,nan,True,15,1,19,falla de GPU antes de la salida,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,3,True,,,,,
4049,67,True,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4050,124,True,14,14,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4051,149,True,6,6,SMARSUITE DETECTA 01 PB/SJO EN BIN 1 EL CUAL NO IBA ETIQUETADA,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4052,154,True,8,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
4053,141,True,9,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4054,155,True,3,3,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4055,148,True,8,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4056,47,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4057,152,True,12,12,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4058,11,True,10,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4061,118,True,5,5,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4062,39,True,2,2,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4063,110,True,8,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,1,True,,,,,
4064,133,True,6,6,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4065,143,True,9,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-2,False,,,,,
4066,102,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4067,149,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4068,55,True,1,1,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4069,91,True,8,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4070,144,True,4,4,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4071,128,True,9,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4072,49,False,0,0,NO HUBO INGRESO A RED POR FALLO EN DISCO DURO,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4073,102,True,4,4,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4074,128,True,4,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,3,True,,,,,
4075,106,True,13,13,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4076,107,True,12,12,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4077,137,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4078,129,True,12,12,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4079,113,True,4,4,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4080,136,True,7,7,nan,False,0,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4081,150,True,13,13,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4082,20,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4083,107,True,9,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-1,False,,,,,
4084,76,True,10,10,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4085,124,True,10,10,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4086,36,True,1,1,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4089,49,True,7,7,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4090,131,True,9,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4091,152,True,8,8,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4092,110,True,8,6,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,-2,False,,,,,
4093,129,True,9,9,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4094,123,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,True,,0,nan,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4155,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4156,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4157,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4158,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4159,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4160,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4161,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4162,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4163,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4164,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4165,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4166,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4167,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4168,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4169,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4170,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4171,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4172,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4173,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4174,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4175,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4176,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4177,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4178,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4179,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4180,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4181,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4182,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4183,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4184,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4185,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4186,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4187,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4188,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4189,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4190,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4191,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4192,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4193,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4194,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4195,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4196,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4197,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4198,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4199,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4200,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4201,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4202,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4203,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4204,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4205,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4206,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4207,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4208,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4209,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4210,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4211,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4212,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4213,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4214,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4215,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4216,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4217,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4218,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4219,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4220,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4221,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4222,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4223,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4224,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4225,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4226,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
4227,0,False,0,0,nan,False,,0,0,nan,False,,0,nan,False,,0,0,nan,False,0,0,0,False,False,0,nan,False,0,0,True,False,0,True,,,,,
